pgs_id,name,trait_id,trait_label,trait_reported,variants_number,method_name,publication_id,pubmed_id,ftp_scoring_file,scoring_file
PGS005282,GRS15_nephropathy,MONDO_0005342,IgA glomerulonephritis,IgA nephropathy,15,Genome-wide significant SNPs,PGP000756,38884057,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005282/ScoringFiles/PGS005282.txt.gz,data/pgs/scoring_files/PGS005282.txt.gz
PGS018424,TPMI_070.2_Lassosum2,MONDO_0005344,hepatitis B virus infection,Viral hepatitis B,4575,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018424/ScoringFiles/PGS018424.txt.gz,data/pgs/scoring_files/PGS018424.txt.gz
PGS001256,GBE_HC188,MONDO_0005346,gallstones,Gallstones,876,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001256/ScoringFiles/PGS001256.txt.gz,data/pgs/scoring_files/PGS001256.txt.gz
PGS001255,GBE_HC914,MONDO_0005349,otosclerosis,Otosclerosis (time-to-event),213,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001255/ScoringFiles/PGS001255.txt.gz,data/pgs/scoring_files/PGS001255.txt.gz
PGS000753,PRS29_AAA,MONDO_0005350,abdominal aortic aneurysm,Abdominal aortic aneurysm,29,Pruning and Thresholding (P+T),PGP000159,32981348,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000753/ScoringFiles/PGS000753.txt.gz,data/pgs/scoring_files/PGS000753.txt.gz
PGS005264,graves_disease_mixed_pt,MONDO_0005364,Graves disease,Graves' disease,112,Pruning and Thresholding (P+T),PGP000748,,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005264/ScoringFiles/PGS005264.txt.gz,data/pgs/scoring_files/PGS005264.txt.gz
PGS001253,GBE_BIN_FC1002247,MONDO_0005365,hearing loss disorder,Hearing difficulty,3098,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001253/ScoringFiles/PGS001253.txt.gz,data/pgs/scoring_files/PGS001253.txt.gz
PGS002291,PRS12_NPC,MONDO_0005375,nasopharyngeal neoplasm,Nasopharyngeal carcinoma,12,Genome-wide significant variants,PGP000320,35414057,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002291/ScoringFiles/PGS002291.txt.gz,data/pgs/scoring_files/PGS002291.txt.gz
PGS003354,SSNS-GRS,MONDO_0005377,nephrotic syndrome,Childhood steroid-sensitive nephrotic syndrome,5,Genome-wide significant SNPs,PGP000407,36357634,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003354/ScoringFiles/PGS003354.txt.gz,data/pgs/scoring_files/PGS003354.txt.gz
PGS001847,portability-PLR_459.9,MONDO_0005385,vascular disorder,Circulatory disease NEC,594,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001847/ScoringFiles/PGS001847.txt.gz,data/pgs/scoring_files/PGS001847.txt.gz
PGS005158,PRS19_PAD,MONDO_0005386,peripheral arterial disease,Peripheral artery disease,19,Genome-wide significant SNPs,PGP000705,38181303,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005158/ScoringFiles/PGS005158.txt.gz,data/pgs/scoring_files/PGS005158.txt.gz
PGS004222,GRS13_gout,MONDO_0005393,gout,Gout,13,Genome-wide significant SNPs,PGP000522,37244070,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004222/ScoringFiles/PGS004222.txt.gz,data/pgs/scoring_files/PGS004222.txt.gz
PGS018645,TPMI_240_Lassosum2,MONDO_0005397,goiter,Simple and unspecified goiter,390,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018645/ScoringFiles/PGS018645.txt.gz,data/pgs/scoring_files/PGS018645.txt.gz
PGS002794,PRS_VTE,MONDO_0005399,venous thromboembolism,Venous thromboembolism,10,Genome-wide significant SNPs,PGP000375,36111372,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002794/ScoringFiles/PGS002794.txt.gz,data/pgs/scoring_files/PGS002794.txt.gz
PGS000645,PRSWEB_PHECODE204.1_C-LYMPHOID-LEUKAEMIA_PT_MGI_20200608,MONDO_0005402,lymphoid leukemia,Lymphoid leukemia,6,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000645/ScoringFiles/PGS000645.txt.gz,data/pgs/scoring_files/PGS000645.txt.gz
PGS002248,PRSice_asthma,MONDO_0005405,childhood onset asthma,Childhood asthma,105,PRSice (C+T),PGP000275,35055391,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002248/ScoringFiles/PGS002248.txt.gz,data/pgs/scoring_files/PGS002248.txt.gz
PGS002256,GRS4_GDM,MONDO_0005406,gestational diabetes,Gestational diabetes mellitus in early pregnancy,4,Genome-wide significant variants,PGP000282,35073990,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002256/ScoringFiles/PGS002256.txt.gz,data/pgs/scoring_files/PGS002256.txt.gz
PGS019335,TPMI_531.3_Lassosum2,MONDO_0005412,duodenal ulcer,Duodenal ulcer,19,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019335/ScoringFiles/PGS019335.txt.gz,data/pgs/scoring_files/PGS019335.txt.gz
PGS002729,PRS_knee,MONDO_0005416,osteoarthritis,Knee osteoarthritis,24,Genome-wide significant variants,PGP000336,35644035,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002729/ScoringFiles/PGS002729.txt.gz,data/pgs/scoring_files/PGS002729.txt.gz
PGS000759,hypoT,MONDO_0005420,hypothyroidism,Hypothyroidism,140,GCTA-COJO forward selection highest PPA variants,PGP000164,34099659,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000759/ScoringFiles/PGS000759.txt.gz,data/pgs/scoring_files/PGS000759.txt.gz
PGS000965,GBE_HC219,MONDO_0005420|MONDO_0009718,hypothyroidism|myxedema,Hypothyroidism/myxoedema,4535,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000965/ScoringFiles/PGS000965.txt.gz,data/pgs/scoring_files/PGS000965.txt.gz
PGS000596,PRSWEB_PHECODE187.2_20001-1045_PT_MGI_20200608,MONDO_0005447,testicular cancer,Malignant neoplasm of testis,5,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000596/ScoringFiles/PGS000596.txt.gz,data/pgs/scoring_files/PGS000596.txt.gz
PGS000086,CC_Testis,MONDO_0005447|MONDO_0010108,testicular cancer|testicular germ cell tumor,Testicular cancer,52,Genome-wide significant variants,PGP000050,33579919,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000086/ScoringFiles/PGS000086.txt.gz,data/pgs/scoring_files/PGS000086.txt.gz
PGS004890,CC-GWAS_PRS,MONDO_0005494,triple-negative breast carcinoma,Triple negative breast cancer versus luminal breast cancer,25,Genome-wide significant SNPs and additional ones with suggestive associations,PGP000620,38832928,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004890/ScoringFiles/PGS004890.txt.gz,data/pgs/scoring_files/PGS004890.txt.gz
PGS000357,PRSWEB_PHECODE145_C3-LIP-ORAL-PHARYNX_PT_MGI_20200608,MONDO_0005515,oral cavity cancer,Oral cavity cancer,45,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000357/ScoringFiles/PGS000357.txt.gz,data/pgs/scoring_files/PGS000357.txt.gz
PGS000081,CC_Oral,MONDO_0005515|MONDO_0005517,oral cavity cancer|pharynx cancer,Oral cavity and pharyngeal cancers,14,Genome-wide significant variants,PGP000050,33579919,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000081/ScoringFiles/PGS000081.txt.gz,data/pgs/scoring_files/PGS000081.txt.gz
PGS019717,TPMI_729.1_Lassosum2,MONDO_0005554,rheumatic disorder,Rheumatism unspecified and fibrositis,1097,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019717/ScoringFiles/PGS019717.txt.gz,data/pgs/scoring_files/PGS019717.txt.gz
PGS001136,GBE_HC413,MONDO_0005570,hematologic disorder,"Hematologic disease, genetic",30,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001136/ScoringFiles/PGS001136.txt.gz,data/pgs/scoring_files/PGS001136.txt.gz
PGS000151,SC_GRS,MONDO_0005575,colorectal cancer,Colorectal cancer,14,Genome-wide significant variants,PGP000074,29908285,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000151/ScoringFiles/PGS000151.txt.gz,data/pgs/scoring_files/PGS000151.txt.gz
PGS001135,GBE_HC78,MONDO_0005578,arthritic joint disease,Arthritis (nos),1028,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001135/ScoringFiles/PGS001135.txt.gz,data/pgs/scoring_files/PGS001135.txt.gz
PGS001131,GBE_HC530,MONDO_0005609,herpes zoster,Zoster [herpes zoster] (time-to-event),82,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001131/ScoringFiles/PGS001131.txt.gz,data/pgs/scoring_files/PGS001131.txt.gz
PGS001369,GBE_HC1090,MONDO_0005649,appendicitis,Acute appendicitis (time-to-event),4,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001369/ScoringFiles/PGS001369.txt.gz,data/pgs/scoring_files/PGS001369.txt.gz
PGS000593,PRSWEB_PHECODE187_C3-MALE-GENITAL_P_5e-08_MGI_20200608,MONDO_0005836,male reproductive organ cancer,Cancer of other male genital organs,45,GWAS Hits,PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000593/ScoringFiles/PGS000593.txt.gz,data/pgs/scoring_files/PGS000593.txt.gz
PGS003414,PRS47_RBD,MONDO_0005937,REM sleep behavior disorder,REM sleep behavior disorder,47,PRSice-2,PGP000427,36470867,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003414/ScoringFiles/PGS003414.txt.gz,data/pgs/scoring_files/PGS003414.txt.gz
PGS003740,PRS16_CU,MONDO_0006003,uterine corpus cancer,Corpus Uteri,16,Genome-wide significant SNPs,PGP000470,36739632,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003740/ScoringFiles/PGS003740.txt.gz,data/pgs/scoring_files/PGS003740.txt.gz
PGS001109,GBE_HC1021,MONDO_0006004|MONDO_0011786,vasomotor rhinitis|allergic rhinitis,Vasomotor and allergic rhinitis (time-to-event),1910,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001109/ScoringFiles/PGS001109.txt.gz,data/pgs/scoring_files/PGS001109.txt.gz
PGS018419,TPMI_070_Lassosum2,MONDO_0006011,viral hepatitis,Viral hepatitis,1584,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018419/ScoringFiles/PGS018419.txt.gz,data/pgs/scoring_files/PGS018419.txt.gz
PGS019270,TPMI_475_Lassosum2,MONDO_0006031,chronic rhinosinusitis,Chronic sinusitis,16,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019270/ScoringFiles/PGS019270.txt.gz,data/pgs/scoring_files/PGS019270.txt.gz
PGS018635,TPMI_226_Lassosum2,MONDO_0006107,benign thyroid gland neoplasm,Benign neoplasm of thyroid glands,90,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018635/ScoringFiles/PGS018635.txt.gz,data/pgs/scoring_files/PGS018635.txt.gz
PGS004320,PRS16_UGI,MONDO_0006181,digestive system carcinoma,Upper gastrointestinal cancer,16,Genome-wide significant SNPs,PGP000551,36986074,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004320/ScoringFiles/PGS004320.txt.gz,data/pgs/scoring_files/PGS004320.txt.gz
PGS000215,PRS330_HER2,MONDO_0006244,HER2 positive breast carcinoma,Breast cancer intrinsic-like subtype (HER2-enriched-like),330,Fixed-effects two-stage polytomous model,PGP000088,32424353,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000215/ScoringFiles/PGS000215.txt.gz,data/pgs/scoring_files/PGS000215.txt.gz
PGS005105,PRSAFR_ER+,MONDO_0006512,estrogen-receptor positive breast cancer,ER-positive breast cancer,44,Genome-wide significant SNPs,PGP000694,38741014,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005105/ScoringFiles/PGS005105.txt.gz,data/pgs/scoring_files/PGS005105.txt.gz
PGS005106,PRSAFR_ER−,MONDO_0006513,estrogen-receptor negative breast cancer,ER-negative breast cancer,24,Genome-wide significant SNPs,PGP000694,38741014,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005106/ScoringFiles/PGS005106.txt.gz,data/pgs/scoring_files/PGS005106.txt.gz
PGS001872,portability-PLR_697,MONDO_0006611,skin sarcoidosis,Sarcoidosis,79,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001872/ScoringFiles/PGS001872.txt.gz,data/pgs/scoring_files/PGS001872.txt.gz
PGS018734,TPMI_250.6_Lassosum2,MONDO_0006626,diabetic neuropathy,Polyneuropathy in diabetes,669,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018734/ScoringFiles/PGS018734.txt.gz,data/pgs/scoring_files/PGS018734.txt.gz
PGS002728,PRS_hip,MONDO_0006629,osteoarthritis,Hip osteoarthritis,44,Genome-wide significant variants,PGP000336,35644035,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002728/ScoringFiles/PGS002728.txt.gz,data/pgs/scoring_files/PGS002728.txt.gz
PGS001777,3-SNP_cirr,MONDO_0006644,alcoholic liver cirrhosis,Cirrhosis (alcohol related),3,Variants associated with alcohol related cirrhosis,PGP000258,34656649,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001777/ScoringFiles/PGS001777.txt.gz,data/pgs/scoring_files/PGS001777.txt.gz
PGS000966,GBE_HC26,MONDO_0006814,iritis,Iritis,1,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000966/ScoringFiles/PGS000966.txt.gz,data/pgs/scoring_files/PGS000966.txt.gz
PGS019682,TPMI_716.1_Lassosum2,MONDO_0006816,arthropathy,Unspecified polyarthropathy or polyarthritis,5,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019682/ScoringFiles/PGS019682.txt.gz,data/pgs/scoring_files/PGS019682.txt.gz
PGS001868,portability-PLR_654.2,MONDO_0006953,Rh isoimmunization,Rhesus isoimmunization in pregnancy,30,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001868/ScoringFiles/PGS001868.txt.gz,data/pgs/scoring_files/PGS001868.txt.gz
PGS001250,GBE_HC1304,MONDO_0007009|MONDO_0008171,ureterolithiasis|nephrolithiasis,Calculus of kidney and ureter (time-to-event),341,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001250/ScoringFiles/PGS001250.txt.gz,data/pgs/scoring_files/PGS001250.txt.gz
PGS018961,TPMI_317.1_Lassosum2,MONDO_0007079,alcohol dependence,Alcoholism,15,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018961/ScoringFiles/PGS018961.txt.gz,data/pgs/scoring_files/PGS018961.txt.gz
PGS003858,GRS6_BMIadj,MONDO_0007147,obstructive sleep apnea syndrome,Obstructive sleep apnea (BMI adjusted),6,Genome-wide significant SNPs,PGP000496,36989840,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003858/ScoringFiles/PGS003858.txt.gz,data/pgs/scoring_files/PGS003858.txt.gz
PGS002580,disease_AID_ALL.P+T.5e-08,MONDO_0007179,autoimmune disease,Autoimmune disease,206,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002580/ScoringFiles/PGS002580.txt.gz,data/pgs/scoring_files/PGS002580.txt.gz
PGS018530,TPMI_174.1_Lassosum2,MONDO_0007254,breast cancer,Breast cancer female,3475,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018530/ScoringFiles/PGS018530.txt.gz,data/pgs/scoring_files/PGS018530.txt.gz
PGS018816,TPMI_274_Lassosum2,MONDO_0007319,chondrocalcinosis 2,Gout and other crystal arthropathies,7370,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018816/ScoringFiles/PGS018816.txt.gz,data/pgs/scoring_files/PGS018816.txt.gz
PGS018475,TPMI_150_Lassosum2,MONDO_0007576,esophageal cancer,Esophageal cancer,5,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018475/ScoringFiles/PGS018475.txt.gz,data/pgs/scoring_files/PGS018475.txt.gz
PGS019395,TPMI_575.6_Lassosum2,MONDO_0007642,isolated agenesis of gallbladder,Cholesterolosis of gallbladder,94,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019395/ScoringFiles/PGS019395.txt.gz,data/pgs/scoring_files/PGS019395.txt.gz
PGS005270,lymphocytic_thyroiditis_mixed_pt,MONDO_0007699,Hashimoto thyroiditis,Lymphocytic thyroiditis,55,Pruning and Thresholding (P+T),PGP000748,,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS005270/ScoringFiles/PGS005270.txt.gz,data/pgs/scoring_files/PGS005270.txt.gz
PGS001032,GBE_HC31,MONDO_0007886,uterine corpus leiomyoma,Uterine fibroids,161,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001032/ScoringFiles/PGS001032.txt.gz,data/pgs/scoring_files/PGS001032.txt.gz
PGS003757,wGRS_SLE_HLA,MONDO_0007915,systemic lupus erythematosus,Systemic lupus erythematosus,10,HLA-DRB1 specific haplotypes,PGP000475,37011055,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003757/ScoringFiles/PGS003757.txt.gz,data/pgs/scoring_files/PGS003757.txt.gz
PGS003418,PRState_Eur,MONDO_0008315,prostate cancer,Prostate cancer,7,Genome-wide significant SNPs,PGP000430,36494783,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003418/ScoringFiles/PGS003418.txt.gz,data/pgs/scoring_files/PGS003418.txt.gz
PGS001137,GBE_HC302,MONDO_0008375,retinal detachment,Retinal detachment,321,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001137/ScoringFiles/PGS001137.txt.gz,data/pgs/scoring_files/PGS001137.txt.gz
PGS001311,GBE_HC1211,MONDO_0008383,rheumatoid arthritis,Seropositive rheumatoid arthritis (time-to-event),3,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001311/ScoringFiles/PGS001311.txt.gz,data/pgs/scoring_files/PGS001311.txt.gz
PGS001140,GBE_HC1190,MONDO_0008420,seborrheic keratosis,Seborrheic keratosis (time-to-event),1368,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001140/ScoringFiles/PGS001140.txt.gz,data/pgs/scoring_files/PGS001140.txt.gz
PGS000760,VIT,MONDO_0008661,vitiligo,Vitiligo,42,GCTA-COJO forward selection highest PPA variants,PGP000164,34099659,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000760/ScoringFiles/PGS000760.txt.gz,data/pgs/scoring_files/PGS000760.txt.gz
PGS018806,TPMI_272.12_Lassosum2,MONDO_0009387,familial lipoprotein lipase deficiency,Hyperglyceridemia,26,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018806/ScoringFiles/PGS018806.txt.gz,data/pgs/scoring_files/PGS018806.txt.gz
PGS000654,PRSWEB_PHECODE204.4_GWAS-Catalog-r2019-05-03-X204.4_PT_UKB_20200608,MONDO_0009693,plasma cell myeloma,Multiple myeloma,21,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000654/ScoringFiles/PGS000654.txt.gz,data/pgs/scoring_files/PGS000654.txt.gz
PGS001810,portability-PLR_200.1,MONDO_0009891,acquired polycythemia vera,Polycythemia vera,67,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001810/ScoringFiles/PGS001810.txt.gz,data/pgs/scoring_files/PGS001810.txt.gz
PGS001308,GBE_HC321,MONDO_0010030,Sjogren syndrome,Sjogren's syndrome/sicca syndrome,7,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001308/ScoringFiles/PGS001308.txt.gz,data/pgs/scoring_files/PGS001308.txt.gz
PGS001042,GBE_HC645,MONDO_0010138,thyrotoxicosis,Thyrotoxicosis [hyperthyroidism] (time-to-event),226,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001042/ScoringFiles/PGS001042.txt.gz,data/pgs/scoring_files/PGS001042.txt.gz
PGS001338,GBE_HC1322,MONDO_0010811,benign prostatic hyperplasia,Hyperplasia of prostate (time-to-event),1223,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001338/ScoringFiles/PGS001338.txt.gz,data/pgs/scoring_files/PGS001338.txt.gz
PGS003400,PRS97_obesity,MONDO_0011122,obesity disorder,Obesity,97,Genome-wide significant SNPs,PGP000416,36372681,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003400/ScoringFiles/PGS003400.txt.gz,data/pgs/scoring_files/PGS003400.txt.gz
PGS000114,GRS-JIA-20,MONDO_0011429,juvenile idiopathic arthritis,Juvenile Idiopathic Arthritis,26,SparSNP,PGP000052,32887683,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000114/ScoringFiles/PGS000114.txt.gz,data/pgs/scoring_files/PGS000114.txt.gz
PGS000343,wGRS_PsA_HLA,MONDO_0011849,psoriatic arthritis,Psoriatic arthritis,5,HLA-specific significant variants.,PGP000111,32462110,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000343/ScoringFiles/PGS000343.txt.gz,data/pgs/scoring_files/PGS000343.txt.gz
PGS002300,PRS19_endometrial,MONDO_0011962,endometrial cancer,Endometrial cancer,19,Genome-wide significant variants,PGP000328,32588423,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002300/ScoringFiles/PGS002300.txt.gz,data/pgs/scoring_files/PGS002300.txt.gz
PGS012582,PRS13_cholelithiasis,MONDO_0012672,cholelithiasis,Cholelithiasis,13,Pruning and Thresholding (P+T),PGP000816,38548025,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS012582/ScoringFiles/PGS012582.txt.gz,data/pgs/scoring_files/PGS012582.txt.gz
PGS000872,PRS-5,MONDO_0013209,metabolic dysfunction-associated steatotic liver disease,Non-alcoholic fatty liver disease,5,4 variants from Dongiovanni et al (PGS000865),PGP000215,33248170,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000872/ScoringFiles/PGS000872.txt.gz,data/pgs/scoring_files/PGS000872.txt.gz
PGS003320,ExPRSweb_Insomnia_1160_PT_MGI_20211120,MONDO_0013600,insomnia,Insomnia,147,Pruning and Thresholding (P+T),PGP000393,36152628,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003320/ScoringFiles/PGS003320.txt.gz,data/pgs/scoring_files/PGS003320.txt.gz
PGS000633,PRSWEB_PHECODE193_GWAS-Catalog-r2019-05-03-X193_PT_UKB_20200608,MONDO_0015075,thyroid gland carcinoma,Thyroid cancer,5,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000633/ScoringFiles/PGS000633.txt.gz,data/pgs/scoring_files/PGS000633.txt.gz
PGS004239,PRS14AAD,MONDO_0015129,chronic primary adrenal insufficiency,Autoimmune Addison's disease,14,PRSice-2,PGP000538,37151110,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004239/ScoringFiles/PGS004239.txt.gz,data/pgs/scoring_files/PGS004239.txt.gz
PGS000737,PRS_BrS,MONDO_0015263,Brugada syndrome,Brugada syndrome,3,Genome-wide significant variants,PGP000144,31504448,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000737/ScoringFiles/PGS000737.txt.gz,data/pgs/scoring_files/PGS000737.txt.gz
PGS002292,PRS36_KC,MONDO_0015486,keratoconus,Keratoconus,36,Genome-wide significant variants,PGP000321,35446358,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002292/ScoringFiles/PGS002292.txt.gz,data/pgs/scoring_files/PGS002292.txt.gz
PGS001826,portability-PLR_286.12,MONDO_0015722,congenital vitamin K-dependent coagulation factors deficiency,Congenital deficiency of other clotting factors (including factor VII),45,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001826/ScoringFiles/PGS001826.txt.gz,data/pgs/scoring_files/PGS001826.txt.gz
PGS001251,GBE_HC1052,MONDO_0015925,interstitial lung disease,Other interstitial pulmonary diseases (time-to-event),57,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001251/ScoringFiles/PGS001251.txt.gz,data/pgs/scoring_files/PGS001251.txt.gz
PGS000757,GRS4_Nar,MONDO_0016158,narcolepsy-cataplexy syndrome,Narcolepsy,5,SNPs previously associated with narcolepsy reported in the chinese population,PGP000162,32175396,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000757/ScoringFiles/PGS000757.txt.gz,data/pgs/scoring_files/PGS000757.txt.gz
PGS001110,GBE_HC1209,MONDO_0017376,reactive arthritis,Reactive arthropathies (time-to-event),6,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001110/ScoringFiles/PGS001110.txt.gz,data/pgs/scoring_files/PGS001110.txt.gz
PGS003451,PRS2_MZL,MONDO_0017604,marginal zone lymphoma,Marginal zone lymphoma,2,Genome-wide significant SNPs,PGP000448,36273105,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003451/ScoringFiles/PGS003451.txt.gz,data/pgs/scoring_files/PGS003451.txt.gz
PGS001835,portability-PLR_364.5,MONDO_0018102,corneal dystrophy,Corneal dystrophy,38,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001835/ScoringFiles/PGS001835.txt.gz,data/pgs/scoring_files/PGS001835.txt.gz
